,date,description,emphasizedKeywords,position,searchQuery/countryCode,searchQuery/device,searchQuery/domain,searchQuery/languageCode,searchQuery/locationUule,searchQuery/page,searchQuery/resultsPerPage,searchQuery/term,searchQuery/type,title,type,url
16,,"by IE Sandoval Ballesteros · 2016 · Cited by 81 — Temas de especialización: economía política, democracia e instituciones, corrupción, rendición de cuentas y transparencia. Circuito Mario de la Cueva s/n, ...",corrupción,17,US,DESKTOP,google.com,,,3,10,corrupción,SEARCH,"Enfoque de la corrupción estructural: poder, impunidad y voz ...",organic,http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-25032016000100119
17,,"La corrupción es una amenaza para la gobernanza, el desarrollo ... La OCDE es un líder global en la lucha contra la corrupción, tomando un enfoque ...",corrupción | corrupción,18,US,DESKTOP,google.com,,,3,10,corrupción,SEARCH,Combate a la corrupción - OECD,organic,https://www.oecd.org/centrodemexico/publicaciones/combatealacorrupcion.htm
18,,"Consulta las últimas noticias sobre corrupción. La información más completa y actualizada sobre corrupción, en EL MUNDO.",corrupción | corrupción,19,US,DESKTOP,google.com,,,3,10,corrupción,SEARCH,Noticias sobre corrupción | EL MUNDO,organic,https://www.elmundo.es/t/co/corrupcion.html
19,,"La corrupción pública es un fenómeno difícil de medir y definir; en el primer caso no hay instrumentos que permitan captarla de manera objetiva, ...",corrupción,20,US,DESKTOP,google.com,,,3,10,corrupción,SEARCH,Una investigación sobre la corrupción pública y sus ... - Elsevier,organic,https://www.elsevier.es/es-revista-revista-mexicana-ciencias-politicas-sociales-92-articulo-una-investigacion-sobre-corrupcion-publica-S018519181630023X
20,,"Es aún más perjudicial en tiempos de crisis, como está ocurriendo ahora en el mundo con la pandemia de enfermedad por coronavirus (COVID-19). La respuesta al ...",,21,US,DESKTOP,google.com,,,3,10,corrupción,SEARCH,La corrupción representa la máxima traición a la confianza ...,organic,https://www.un.org/es/coronavirus/articles/statement-corruption-context-covid-19
21,2022-01-25T12:00:00.000Z,Transparencia Internacional urge a los gobiernos a cumplir sus compromisos en materia de corrupción y derechos humanos y llama a la población ...,corrupción,22,US,DESKTOP,google.com,,,3,10,corrupción,SEARCH,El Índice de Percepción de la Corrupción 2021…,organic,https://www.transparency.org/es/press/2021-corruption-perceptions-index-press-release
22,,"Convención Interamericana Contra La Corrupción (B-58) · Preámbulo · CONVENCIDOS de que la corrupción socava la legitimidad de las instituciones públicas, atenta ...",Corrupción | corrupción,23,US,DESKTOP,google.com,,,3,10,corrupción,SEARCH,OEA :: SAJ :: Departamento de Derecho Internacional,organic,https://www.oas.org/es/sla/ddi/tratados_multilaterales_interamericanos_B-58_contra_Corrupcion.asp
23,,Los delitos de corrupción también conocidos como los “delitos funcionarios” son todas aquellas conductas ilícitas cometidas por funcionarios públicos en el ...,corrupción,24,US,DESKTOP,google.com,,,4,10,corrupción,SEARCH,Áreas de Persecución | Corrupción - --- Fiscalía de Chile,organic,http://www.fiscaliadechile.cl/Fiscalia/areas/corrupcion.jsp
24,,"​​​¿Cómo estamos? Derrotaremos la corrupción si todos nos comprometemos con la transparencia, la integridad y la legalidad. Corrupcion u.PNG Corrupcion ...",corrupción | Corrupcion | Corrupcion,25,US,DESKTOP,google.com,,,4,10,corrupción,SEARCH,Alianza contra la corrupción: tolerancia cero con los corruptos​,organic,https://www.dnp.gov.co/DNPN/Plan-Nacional-de-Desarrollo/Paginas/Pilares-del-PND/Legalidad/Alianza-contra-la-corrupcion.aspx
25,,El fraude y la corrupción suponen una grave amenaza para la seguridad y los intereses financieros de la Unión Europea​​ (UE). Las instituciones de la UE ...,corrupción,26,US,DESKTOP,google.com,,,4,10,corrupción,SEARCH,Fraude y corrupción - EUROPA - EUR-Lex,organic,https://eur-lex.europa.eu/summary/chapter/fight_against_fraud.html?locale=es&root_default=SUM_1_CODED%3D22
26,,"NoPaísØ Ingreso anualÍndice de corrupción1Dinamarca63,010 $122Finlandia49,800 $123Nueva Zelandia41,550 $12Vedeți încă 115 rânduri",,27,US,DESKTOP,google.com,,,4,10,corrupción,SEARCH,Comparación: Corrupción por pais - DatosMundial,organic,https://www.datosmundial.com/corrupcion.php
27,,"La corrupción es una amenaza para la gobernanza, el desarrollo ... La OCDE es un líder global en la lucha contra la corrupción, tomando un enfoque ...",corrupción | corrupción,28,US,DESKTOP,google.com,,,4,10,corrupción,SEARCH,Combate a la corrupción - OECD,organic,https://www.oecd.org/centrodemexico/publicaciones/combatealacorrupcion.htm
28,,"Consulta las últimas noticias sobre corrupción. La información más completa y actualizada sobre corrupción, en EL MUNDO.",corrupción | corrupción,29,US,DESKTOP,google.com,,,4,10,corrupción,SEARCH,Noticias sobre corrupción | EL MUNDO,organic,https://www.elmundo.es/t/co/corrupcion.html
29,,"La corrupción pública es un fenómeno difícil de medir y definir; en el primer caso no hay instrumentos que permitan captarla de manera objetiva, ...",corrupción,30,US,DESKTOP,google.com,,,4,10,corrupción,SEARCH,Una investigación sobre la corrupción pública y sus ... - Elsevier,organic,https://www.elsevier.es/es-revista-revista-mexicana-ciencias-politicas-sociales-92-articulo-una-investigacion-sobre-corrupcion-publica-S018519181630023X
30,2019-08-27T12:00:00.000Z,"La gran corrupción o “corrupción a gran escala”, consiste en actos cometidos en los niveles más altos del gobierno que involucran la distorsión ...",corrupción | corrupción,31,US,DESKTOP,google.com,,,4,10,corrupción,SEARCH,¿Qué es corrupción? - Transparencia por Colombia,organic,https://transparenciacolombia.org.co/2019/08/27/corrupcion/
31,,Queremos incentivar la denuncia ciudadana de la corrupción a partir del acompañamiento del Centro de Asesoría Legal Anticorrupción-ALAC y la incidencia a favor ...,corrupción,32,US,DESKTOP,google.com,,,4,10,corrupción,SEARCH,El Monitor Ciudadano de la Corrupción | Plataforma de ...,organic,https://www.monitorciudadano.co/
32,,El 9 de diciembre Día Internacional de Lucha contra la Corrupción no me gustaria dejar pasar la ocasión de recordar la necesidad de que todos los días ...,Corrupción,33,US,DESKTOP,google.com,,,4,10,corrupción,SEARCH,10 propuestas para mejorar la prevención y la lucha contra la ...,organic,https://concepcioncampos.org/9n-10-propuestas-para-mejorar-la-lucha-contra-la-corrupcion/
33,,"Los fines de la presente Ley serán prevenir, detectar y sancionar la corrupción en el ejercicio de la función pública. Ficha articulo. Artículo ...",corrupción,34,US,DESKTOP,google.com,,,5,10,corrupción,SEARCH,Ley contra la Corrupción y el Enriquecimiento Ilícito - Sistema ...,organic,http://www.pgrweb.go.cr/scij/Busqueda/Normativa/Normas/nrm_texto_completo.aspx?param1=NRTC&nValor1=1&nValor2=53738&nValor3=90841
34,,"En el marco de la lucha contra la corrupción, el MEF ha implementado mecanismos para regular el trámite de denuncias por presuntos actos de corrupción, ...",corrupción | corrupción,35,US,DESKTOP,google.com,,,5,10,corrupción,SEARCH,Denuncias de actos de corrupción - Ministerio de Economía y ...,organic,https://www.mef.gob.pe/es/tematica-de-integridad/denuncias-de-actos-de-corrupcion-2
35,,"Además, la corrupción socava el funcionamiento y la legitimidad de los procesos y las instituciones, el Estado de Derecho y, en última instancia, al mismo ...",corrupción,36,US,DESKTOP,google.com,,,5,10,corrupción,SEARCH,ACNUDH | Corrupción y derechos humanos - OHCHR,organic,https://www.ohchr.org/es/good-governance/corruption-and-human-rights
36,,LA CORRUPCIÓN. Características y. Consecuencias en. República Dominicana. Participacion Ciudadana. Programa de Transparencia de la Gestión Pública.,CORRUPCIÓN,37,US,DESKTOP,google.com,,,5,10,corrupción,SEARCH,LA CORRUPCIÓN - Congreso,organic,https://www2.congreso.gob.pe/sicr/cendocbib/con4_uibd.nsf/3496ADACB0EE54FF05257E0E00741B97/$FILE/06_La_corrupcion.pdf
37,,"作者：DA Gault · 2017 · 被引用次数：87 — Se realiza una revisión de parte de la literatura sobre corrupción organizacional, con el fin de comprender cómo las rutinas, procesos y estructuras de ...",corrupción,38,US,DESKTOP,google.com,,,5,10,corrupción,SEARCH,Corrupción como proceso organizacional: comprendiendo la ...,organic,https://www.sciencedirect.com/science/article/pii/S0186104216300407
38,,"Últimas noticias de Corrupción en CNN.com. Últimas noticias, fotos, videos e información sobre Corrupción.",Corrupción | Corrupción,39,US,DESKTOP,google.com,,,5,10,corrupción,SEARCH,noticias Corrupción. Últimas noticias de CNN,organic,https://cnnespanol.cnn.com/category/corrupcion/
39,,Denuncia aquí la corrupción. Conoce el protocolo de denuncias contra la corrupción · Formulario de Denuncias. O envía un correo a: denuncias@finanzas.gob.ec.,corrupción | corrupción,40,US,DESKTOP,google.com,,,5,10,corrupción,SEARCH,Denuncia aquí la corrupción - Ministerio de Economía y ...,organic,https://www.finanzas.gob.ec/denuncia-aqui-la-corrupcion/
40,,"2019年11月7日 — Además, el Reporte de Economia y Desarrollo (RED2019) de CAF encuentra que el 51% de los latinoamericanos consideran que la corrupción es el ...",corrupción,41,US,DESKTOP,google.com,,,5,10,corrupción,SEARCH,4 formas de reducir la corrupción en América Latina | CAF,organic,https://www.caf.com/es/conocimiento/visiones/2019/11/4-formas-de-reducir-la-corrupcion-en-america-latina/
41,,"En ese sentido, intervenimos para buscar el cese de la afectación de los derechos vulnerados por la corrupción, para prevenir que casos de mal uso del poder ...",corrupción,42,US,DESKTOP,google.com,,,5,10,corrupción,SEARCH,Un país sin corrupción - Defensoria del Pueblo,organic,https://www.defensoria.gob.pe/areas_tematicas/un-pais-sin-corrupcion/
42,,El 9 de diciembre Día Internacional de Lucha contra la Corrupción no me gustaria dejar pasar la ocasión de recordar la necesidad de que todos los días ...,Corrupción,43,US,DESKTOP,google.com,,,5,10,corrupción,SEARCH,10 propuestas para mejorar la prevención y la lucha contra la ...,organic,https://concepcioncampos.org/9n-10-propuestas-para-mejorar-la-lucha-contra-la-corrupcion/
43,,El 9 de diciembre Día Internacional de Lucha contra la Corrupción no me gustaria dejar pasar la ocasión de recordar la necesidad de que todos los días ...,Corrupción,44,US,DESKTOP,google.com,,,6,10,corrupción,SEARCH,10 propuestas para mejorar la prevención y la lucha contra la ...,organic,https://concepcioncampos.org/9n-10-propuestas-para-mejorar-la-lucha-contra-la-corrupcion/
44,,"... Pública y la Escuela Superior de Administración Pública presentamos el curso virtual sobre Integridad, Transparencia y Lucha contra la Corrupción.",Corrupción,45,US,DESKTOP,google.com,,,6,10,corrupción,SEARCH,"Integridad, Transparencia y Lucha contra la Corrupción",organic,https://www.funcionpublica.gov.co/eva/es/cursos-virtuales-eva/curso-integridad.html
45,,"by J Pulido-Gragera · 2020 · Cited by 4 — Palabras clave: corrupción, España, crimen organizado, democracia. Abstract: Corruption is one of the criminal phenomena that most concern contemporary ...",corrupción,46,US,DESKTOP,google.com,,,6,10,corrupción,SEARCH,Corrupción en la democracia española. Una aproximación ...,organic,https://www.redalyc.org/journal/5526/552662410007/html/
46,,¿Cómo se debe presentar una denuncia por presuntos actos de corrupción? Identificar los nombres y ubicación de los testigos de los hechos. Aportar las pruebas ...,corrupción,47,US,DESKTOP,google.com,,,6,10,corrupción,SEARCH,Denuncias de actos de corrupción - SENA,organic,https://www.sena.edu.co/es-co/ciudadano/Paginas/Denuncias_Corrupcion.aspx
47,,by F Boehm · 2009 · Cited by 99 — CORRUPCIÓN Y ANTICORRUPCIÓN: UNA PERSPECTIVA NEO-INSTITUCIONAL. A NEW INSTITUTIONAL ECONOMICS PERSPECTIVE ON CORRUPTION AND ANTI-CORRUPTION. Frédéric Boehm*,CORRUPCIÓN,48,US,DESKTOP,google.com,,,6,10,corrupción,SEARCH,CORRUPCIÓN Y ANTICORRUPCIÓN - SciELO Colombia,organic,http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-59962009000200005
48,,Los delitos de corrupción también conocidos como los “delitos funcionarios” son todas aquellas conductas ilícitas cometidas por funcionarios públicos en el ...,corrupción,49,US,DESKTOP,google.com,,,6,10,corrupción,SEARCH,Áreas de Persecución | Corrupción - --- Fiscalía de Chile,organic,http://www.fiscaliadechile.cl/Fiscalia/areas/corrupcion.jsp
49,2022-05-31T00:21:53.986Z,"México subió seis lugares en el ranking del Índice de Percepción de la Corrupción (IPC) en su edición 2020, y mejoró dos puntos al pasar de ...",Corrupción,50,US,DESKTOP,google.com,,,6,10,corrupción,SEARCH,México mejora su posición en Índice de Percepción de ...,organic,https://www.capital21.cdmx.gob.mx/noticias/?p=9335
50,,Si su queja o denuncia se refiere a posibles hechos de corrupción de servidores de la Secretaria De Desarrollo Económico por favor lea la información que le ...,corrupción,51,US,DESKTOP,google.com,,,6,10,corrupción,SEARCH,Denuncia de Actos de Corrupción - Bogotá D.C.,organic,http://desarrolloeconomico.gov.co/content/denuncia-actos-corrupcion
51,,"by AA López · 2012 · Cited by 2 — Palabras clave: Corrupción, Impunidad, Estado, gobierno, Honduras. ... 33, Nº 1, AÑO 201232INTRODUCCIÓNLos constantes actos de corrupción que los medios de ...",Corrupción | corrupción,52,US,DESKTOP,google.com,,,6,10,corrupción,SEARCH,Vista de Corrupción e Impunidad,organic,https://www.lamjol.info/index.php/LRD/article/view/1259/1086
52,,"La corrupción en Honduras ha significado a lo largo de la historia una tragedia en el tejido social, las instituciones públicas y el desarrollo privado.",corrupción,53,US,DESKTOP,google.com,,,6,10,corrupción,SEARCH,Estimacion-de-la-corrupcion-en-hn.pdf - FOSDEH,organic,https://fosdeh.com/wp-content/uploads/2020/07/Estimacion-de-la-corrupcion-en-hn.pdf
53,,Todas las noticias de Corrupción - Cadena SER.,Corrupción,54,US,DESKTOP,google.com,,,7,10,corrupción,SEARCH,Corrupción - Cadena SER,organic,https://cadenaser.com/tag/corrupcion/a/
54,,by F Boehm · 2009 · Cited by 99 — Pues para luchar contra la corrupción hay que entender cómo piensan los actores y cómo funcionan los acuerdos corruptos. Luego se analizan el potencial y los ...,corrupción | corruptos,55,US,DESKTOP,google.com,,,7,10,corrupción,SEARCH,CORRUPCIÓN Y ANTICORRUPCIÓN - SciELO Colombia,organic,http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-59962009000200005
55,,El fraude y la corrupción suponen una grave amenaza para la seguridad y los intereses financieros de la Unión Europea​​ (UE). Las instituciones de la UE ...,corrupción,56,US,DESKTOP,google.com,,,7,10,corrupción,SEARCH,Fraude y corrupción - EUROPA - EUR-Lex,organic,https://eur-lex.europa.eu/summary/chapter/fight_against_fraud.html?locale=es&root_default=SUM_1_CODED%3D22
56,,"by AA López · 2012 · Cited by 2 — Palabras clave: Corrupción, Impunidad, Estado, gobierno, Honduras. ... 33, Nº 1, AÑO 201232INTRODUCCIÓNLos constantes actos de corrupción que los medios de ...",Corrupción | corrupción,57,US,DESKTOP,google.com,,,7,10,corrupción,SEARCH,Vista de Corrupción e Impunidad,organic,https://www.lamjol.info/index.php/LRD/article/view/1259/1086
57,2022-05-10T12:00:00.000Z,"La Ley 2195 de 2022 de Transparencia, Prevención y Lucha contra la corrupción es una sólida iniciativa legislativa construida por 25 ...",corrupción,58,US,DESKTOP,google.com,,,7,10,corrupción,SEARCH,"Ley de Transparencia, Prevención y Lucha Contra la Corrupción",organic,http://www.secretariatransparencia.gov.co/politica-publica/ley-anticorrupcion-2195-de-2022
58,2022-05-31T00:22:04.201Z,"México subió seis lugares en el ranking del Índice de Percepción de la Corrupción (IPC) en su edición 2020, y mejoró dos puntos al pasar de ...",Corrupción,59,US,DESKTOP,google.com,,,7,10,corrupción,SEARCH,México mejora su posición en Índice de Percepción de ...,organic,https://www.capital21.cdmx.gob.mx/noticias/?p=9335
59,,El Índice de Percepción de la Corrupción (IPC) es un índice publicado anualmente por Transparencia Internacional desde 1995. Este clasifica a los países por ...,Corrupción,60,US,DESKTOP,google.com,,,7,10,corrupción,SEARCH,Percepción de Corrupción - FUNDESA,organic,https://www.fundesa.org.gt/indices-y-evaluaciones-de-pais/indices-internacionales/percepcion-de-corrupcion
60,2019-11-07T12:00:00.000Z,"Además, el Reporte de Economia y Desarrollo (RED2019) de CAF encuentra que el 51% de los latinoamericanos consideran que la corrupción es el ...",corrupción,61,US,DESKTOP,google.com,,,7,10,corrupción,SEARCH,4 formas de reducir la corrupción en América Latina | CAF,organic,https://www.caf.com/es/conocimiento/visiones/2019/11/4-formas-de-reducir-la-corrupcion-en-america-latina/
61,,"Mexicanos Contra la Corrupción. @MXvsCORRUPCION. Analizamos la corrupción, hacemos periodismo, buscamos justicia, movilizamos socialmente y conversamos.",Corrupción | corrupción,62,US,DESKTOP,google.com,,,7,10,corrupción,SEARCH,Mexicanos Contra la Corrupción - Twitter,organic,https://twitter.com/mxvscorrupcion?lang=en
62,,"Últimas noticias de Corrupción en CNN.com. Últimas noticias, fotos, videos e información sobre Corrupción.",Corrupción | Corrupción,63,US,DESKTOP,google.com,,,7,10,corrupción,SEARCH,noticias Corrupción. Últimas noticias de CNN,organic,https://cnnespanol.cnn.com/category/corrupcion/
63,,La corrupción engendra más corrupción y fomenta una cultura destructiva de impunidad. La Convención de las Naciones Unidas contra la Corrupción es uno de ...,corrupción | corrupción | Corrupción,64,US,DESKTOP,google.com,,,8,10,corrupción,SEARCH,Día Internacional contra la Corrupción - Comisión Nacional de ...,organic,https://www.cndh.org.mx/index.php/noticia/dia-internacional-contra-la-corrupcion
64,,"Palabras clave: Corrupción, tolerancia a la corrupción, instituciones, democracia, Estado de derecho, Latinoamérica. Page 6. ABSTRACT. Corruption is a problem ...",Corrupción | corrupción,65,US,DESKTOP,google.com,,,8,10,corrupción,SEARCH,¿Por qué se tolera la corrupción? Un estudio con datos de,organic,https://www.colef.mx/posgrado/wp-content/uploads/2020/09/TESIS-Gonz%C3%A1lez-Ram%C3%ADrez-Mar%C3%ADa-Fernanda-MDR.pdf
65,,"by BER Reyes — estos años, muchos países han sufrido serios casos de corrupción política. Sin ... ensayo, la corrupción inhibe el progreso de la democracia, ...",corrupción | corrupción,66,US,DESKTOP,google.com,,,8,10,corrupción,SEARCH,Ensayo para combatir la corrupción - IBERO,organic,https://ibero.mx/iberoforum/1/pdf/resendiz1lugar.pdf
66,,"Se llama corrupción al conjunto de acciones negativas que conlleva al deterioro de una persona o una sociedad, a través de actos perversos, ...",corrupción,67,US,DESKTOP,google.com,,,8,10,corrupción,SEARCH,50 Ejemplos de Corrupción,organic,https://www.ejemplos.co/corrupcion/
67,,"by C SOME · Cited by 29 — Naciones Unidas, Comisión de Prevención del Delito y Justicia Penal. La acción de Naciones Unidas contra la Corrupción y el Soborno. Septiembre ...",Corrupción,68,US,DESKTOP,google.com,,,8,10,corrupción,SEARCH,LA CORRUPCIÓN. ALGUNAS CONSIDERACIONES ...,organic,https://www.raco.cat/index.php/IllesImperis/article/download/284890/381859/0
68,,COMUNICACIÓN SESECC · Nombramiento del Mtro. · Se aprueba la Política Pública Estatal de Combate a la Corrupción del Estado de Oaxaca.,Corrupción,69,US,DESKTOP,google.com,,,8,10,corrupción,SEARCH,Secretaría Ejecutiva del Sistema Estatal de Combate a la ...,organic,http://www.sesecc.oaxaca.gob.mx/
69,2018-06-27T12:00:00.000Z,"La corrupción, según la encuesta de Latinobarómetro 2017, es una cuestión muy presente en la vida de los países latinoamericanos: figura en ...",corrupción,70,US,DESKTOP,google.com,,,8,10,corrupción,SEARCH,¿A quién conviene la corrupción en América Latina? - CELAG,organic,https://www.celag.org/a-quien-conviene-corrupcion-america-latina/
70,2021-01-21T12:00:00.000Z,"Actualmente, la corrupción se asocia principalmente con el soborno, que, con toda probabilidad, es su variedad más frecuente y de más ...",corrupción,71,US,DESKTOP,google.com,,,8,10,corrupción,SEARCH,¿Cuáles son los principales tipos de corrupción? - Blog ...,organic,https://blog.up.edu.mx/topic/posgrados-de-gobierno-y-economia/cuales-son-los-principales-tipos-de-corrupcion
71,2022-03-24T12:00:00.000Z,"Ya se trate de políticos de derecha o de izquierda, hayan cometido malversación o prevaricación, la realidad es que los casos de corrupción no ...",corrupción,72,US,DESKTOP,google.com,,,8,10,corrupción,SEARCH,La corrupción en España - Datos estadísticos | Statista,organic,https://es.statista.com/temas/3543/corrupcion-en-espana/
72,,Denuncia aquí la corrupción. Conoce el protocolo de denuncias contra la corrupción · Formulario de Denuncias. O envía un correo a: denuncias@finanzas.gob.ec.,corrupción | corrupción,73,US,DESKTOP,google.com,,,9,10,corrupción,SEARCH,Denuncia aquí la corrupción - Ministerio de Economía y ...,organic,https://www.finanzas.gob.ec/denuncia-aqui-la-corrupcion/
73,,Corrupción y Ética Gubernamental. Proyecto sobre el Mal Uso de los Recursos del Gobierno. El objetivo de estas publicaciones es presentar partes importantes del ...,Corrupción,74,US,DESKTOP,google.com,,,9,10,corrupción,SEARCH,Corrupción y Ética Gubernamental - Oficina del Contralor,organic,https://www.ocpr.gov.pr/prevencion-y-anticorrupcion/corrupcion-y-etica-gubernamental/
74,2022-01-25T12:00:00.000Z,"Transparencia Internacional admite que ""el deterioro de las calidades institucionales y el aumento de la corrupción obviamente afectan la ...",corrupción,75,US,DESKTOP,google.com,,,9,10,corrupción,SEARCH,Venezuela entre los países más corruptos del mundo - Voz de ...,organic,https://www.vozdeamerica.com/a/informe-corrupcion-transparencia-internacional-/6411242.html
75,,by GE Oestmann · 2021 — Palabras clave: corrupción; dimensiones y consecuencias; Argentina. A look at the approach to corruption in Argentina.,corrupción,76,US,DESKTOP,google.com,,,9,10,corrupción,SEARCH,Una mirada al abordaje de la corrupción en Argentina,organic,https://ciencialatina.org/index.php/cienciala/article/view/826/1118
76,,by E Gutiérrez Pérez · 2018 · Cited by 54 — Corrupción pública: concepto y mediciones. ... Palabras clave: public compliance; riesgos penales; corrupción pública; mecanismos de prevención y control.,Corrupción | corrupción,77,US,DESKTOP,google.com,,,9,10,corrupción,SEARCH,Corrupción pública - SciELO Chile,organic,http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-33992018000100104
77,2019-04-17T12:00:00.000Z,"Dentro de la cultura corporativa ha surgido una práctica que va en aumento, está es la Corrupción, generalmente se entiende como: la conducta o ...",Corrupción,78,US,DESKTOP,google.com,,,9,10,corrupción,SEARCH,¿Qué es la corrupción? - EthicsGlobal,organic,https://blog.ethicsglobal.com/que-es-la-corrupcion/
78,2021-02-01T12:00:00.000Z,"Lucha contra la corrupción: Suiza puede hacerlo todavía mejor, según Transparencia Internacional. Sala del Parlamento suizo y mapa del índice de ...",corrupción,79,US,DESKTOP,google.com,,,9,10,corrupción,SEARCH,Lucha contra la corrupción: Suiza puede hacerlo todavía ...,organic,https://www.swissinfo.ch/spa/lucha-contra-la-corrupci%C3%B3n--suiza-puede-hacerlo-todav%C3%ADa-mejor--seg%C3%BAn-transparencia-internacional/46328682
