,date,description,emphasizedKeywords,position,searchQuery/countryCode,searchQuery/device,searchQuery/domain,searchQuery/languageCode,searchQuery/locationUule,searchQuery/page,searchQuery/resultsPerPage,searchQuery/term,searchQuery/type,title,type,url
10,,VOTE BY RACE AND GENDER. BUSH ; TOTAL. 2004. 2000 ; White Men (36%). 62%. n/a.,2004,11,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,us president / national / exit poll - CNN.com Election 2004,organic,https://www.cnn.com/ELECTION/2004/pages/results/states/US/P/00/epolls.0.html
11,,"2004 Atlantic Hurricane Season ... The National Hurricane Center's Tropical Cyclone Reports contain comprehensive information on each tropical cyclone, including ...",2004,12,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,2004 Atlantic Hurricane Season,organic,https://www.nhc.noaa.gov/data/tcr/index.php?season=2004&basin=atl
12,,"RankRelease GroupWorldwideDomestic%Foreign1Shrek 2$928,760,770$441,226,24747.5%$487...2Harry Potter and the Prisoner of Azkaban$795,634,069$249,541,06931.4%$546...3Spider‑Man 2$788,618,317$373,585,82547.4%$415...Ver 197 filas más",,13,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,2004 Worldwide Box Office,organic,https://www.boxofficemojo.com/year/world/2004/
13,,"Feature Film, Released between 2004-01-01 and 2004-12-31 (Sorted by Popularity Ascending) ; 1. Troy · 163 min · Drama, History. 7.3 ; 2. Mean Girls · 97 min · Comedy.",2004 | 2004,14,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"Feature Film, Released between 2004-01-01 and 2004-12-31 ...",organic,https://www.imdb.com/year/2004/
14,,"por JA Turner · 2004 · Mencionado por 4555 — Sustainable Hydrogen Production. John A. Turner. Science. 13 Aug 2004. Vol 305, Issue 5686. pp. 972-974. DOI: 10.1126/science.1103197 ...",2004,15,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Sustainable Hydrogen Production - Science,organic,https://www.science.org/doi/10.1126/science.1103197
15,,"Relive the moments that went down in history at the 2004 Summer Olympics in Athens. Access official videos, results, galleries, sport and athletes.",2004,16,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"Athens 2004 Summer Olympics - Athletes, Medals & Results",organic,https://olympics.com/en/olympic-games/athens-2004
16,,"The 2004 list was updated in 2010, 2012 and 2014. A new format was developed for the 2014 list of hazardous drugs, as described below. The review process for ...",2004,17,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Preventing Occupational Exposure to Antineoplastic (2016 ...,organic,https://www.cdc.gov/niosh/docs/2004-165/default.html
17,,Use of passive activity loss and at-risk amounts by qualified subchapter. S trust income beneficiaries. 26 USC 1 note. American Jobs. Creation Act of. 2004. Oct ...,2004,18,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,AMERICAN JOBS CREATION ACT OF 2004 - Congress.gov,organic,https://www.congress.gov/108/plaws/publ357/PLAW-108publ357.pdf
18,,Rule 2004. Examination. Primary tabs. (a) Examination on Motion. On motion of any party ...,2004,19,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Rule 2004. Examination | Federal Rules of Bankruptcy ...,organic,https://www.law.cornell.edu/rules/frbp/rule_2004
19,2004-12-31T12:00:00.000Z,"President Commits $350 Million for Tsunami Relief Efforts · en Español · New Year's Day, 2005. December 30, 2004",2004 | 2004,20,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"December, 2004 - News Archive",organic,https://georgewbush-whitehouse.archives.gov/news/releases/2004/12/
20,,United States 2004 – Calendar with American holidays. Yearly calendar showing months for the year 2004. Calendars – online and print friendly – for any year ...,2004 | 2004,21,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Year 2004 Calendar – United States - Time and Date,organic,https://www.timeanddate.com/calendar/?country=1&year=2004
21,,Regulation (EC) No 261/2004 of the European Parliament and of the Council of 11 February 2004 establishing common rules on compensation and assistance to ...,2004 | 2004,22,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,32004R0261 - EN - EUR-Lex - European Union,organic,https://eur-lex.europa.eu/legal-content/en/TXT/?uri=celex:32004R0261
22,,2004/915/EC: Commission Decision of 27 December 2004 amending Decision 2001/497/EC ... (notified under document number C(2004) 5271)Text with EEA relevance.,2004 | 2004 | 2004,23,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,32004D0915 - EN - EUR-Lex,organic,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32004D0915
23,,1 The absence of statistically significant change in rates from 2004 to 2015 generally held true for violent hate crimes both reported and unreported to police.,2004,24,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"Hate Crime Victimization, 2004-2015",organic,https://bjs.ojp.gov/redirect-legacy/content/pub/pdf/hcv0415.pdf
24,,One Version of the [U.S.] Federal Poverty Measure [Latest Poverty Guidelines] [Federal Register Notice with 2004 Guidelines – Full Text] [Prior Poverty ...,2004,25,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,2004 HHS Poverty Guidelines | ASPE,organic,https://aspe.hhs.gov/2004-hhs-poverty-guidelines
25,,The sudden reawakening of Mount St. Helens in late September 2004 was surprising because the preceding four years had seen the fewest earthquakes since the ...,2004,26,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,2004-2008 Renewed Volcanic Activity | U.S. Geological Survey,organic,https://www.usgs.gov/volcanoes/mount-st.-helens/2004-2008-renewed-volcanic-activity
26,,2004 NFL Standings & Team Stats. Previous Season Next Season. Super Bowl Champion: New England Patriots. AP MVP: Peyton Manning. AP Offensive Rookie of the ...,2004,27,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,2004 NFL Standings & Team Stats | Pro-Football-Reference.com,organic,https://www.pro-football-reference.com/years/2004/index.htm
27,,"CHR, 59th, 31/01/2003, E/CN.4/2002/WG.15/CRP.1, Draft report ; CHR, 60th, 08/04/2004, E/CN.4/RES/2004/6, Combating defamation of religions ...",2004 | 2004,28,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,2004/110 - Human Rights Documents,organic,https://ap.ohchr.org/documents/alldocs.aspx?doc_id=9780
28,,"por TL Griffiths · 2004 · Mencionado por 7319 — Thomas L. Griffiths and Mark SteyversAuthors Info & Affiliations. April 6, 2004. 101 (suppl_1) 5228-5235. https://doi.org/10.1073/pnas.0307752101.",2004,29,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Finding scientific topics | PNAS,organic,https://www.pnas.org/doi/10.1073/pnas.0307752101
29,,2004 · January · February · March · April · May · June · July · August.,2004,30,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Archive 2004 - The New England Journal of Medicine,organic,https://www.nejm.org/medical-archives/2004
30,,A list of events in 2004 related to Star Wars. 05 – Destabilization article published on Wizards of the Coast website. 05 – Zeltros: Pleasure Planet article ...,2004,31,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,2004 | Wookieepedia,organic,https://starwars.fandom.com/wiki/2004
31,,UN Security Council Resolution 1540 (2004). The Role of the UN Office for Disarmament Affairs (UNODA) in support of the Committee established pursuant to ...,2004,32,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,UN Security Council Resolution 1540 (2004) – UNODA - the ...,organic,https://www.un.org/disarmament/wmd/sc1540/
32,,12 dic 2005 — What is the Food Allergen Labeling and Consumer Protection Act (FALCPA) of 2004? Why did Congress pass this Act? When does FALCPA become ...,2004,33,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Food Allergen Labeling And Consumer Protection Act of 2004 ...,organic,https://www.fda.gov/food/food-allergensgluten-free-guidance-documents-regulatory-information/food-allergen-labeling-and-consumer-protection-act-2004-questions-and-answers
33,,An official website of the United States government. Here's how you know. Official websites use .gov. A .gov website belongs to an official government ...,,34,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Crime in the US 2004 - FBI.gov,organic,https://ucr.fbi.gov/crime-in-the-u.s/2004
34,,hace 7 días — The MHSA was passed by California voters in 2004 and is funded by a one percent income tax on personal income in excess of $1 million per ...,2004,35,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Mental Health Services Act (MHSA) - DHCS,organic,https://www.dhcs.ca.gov/services/MH/Pages/MH_Prop63.aspx
35,,S.B. 2004 Workplace Covid-19 Amendments · Drafting Attorney: Amy L. West · Fiscal Analyst: Maddy Oritt ...,2004,36,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,SB2004 - Utah Legislature,organic,https://le.utah.gov/~2021S2/bills/static/SB2004.html
36,,"ISO 8601:2004 is applicable whenever representation of dates in the Gregorian calendar, times in the 24-hour timekeeping system, time intervals and ...",2004,37,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,ISO 8601:2004 - Data elements and interchange formats,organic,https://www.iso.org/standard/40874.html
37,,"Sudan rebels (SPLA) and government reach accord to end 21-year civil war. However, separate war in western Darfur region between Arab militias and black ...",,38,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Top News Stories from 2004 | Infoplease,organic,https://www.infoplease.com/year/2004
38,,2004 Model BIT. TREATY BETWEEN. THE GOVERNMENT OF THE UNITED STATES OF AMERICA. AND THE GOVERNMENT OF [Country]. CONCERNING THE ENCOURAGEMENT.,2004,39,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,2004 Model BIT - USTR,organic,https://ustr.gov/sites/default/files/U.S.%20model%20BIT.pdf
39,,"It was held on Tuesday, November 2, 2004. Republican Party candidate and incumbent President George W. Bush defeated Democratic Party candidate John Kerry, the ...",2004,40,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Presidential Election of 2004 - 270toWin,organic,https://www.270towin.com/2004_Election/
40,,"Check out the online archives of TIME Magazine: complete coverage since 1923 of world news, politics, entertainment, science, health, history, business and ...",,41,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Covers from 2004 - The Vault - TIME,organic,https://time.com/vault/year/2004/
41,2022-05-03T12:00:00.000Z,"New and updated features in Windows 10, version 2004 (also known as the Windows 10 May 2020 Update).",2004,42,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"What's new in Windows 10, version 2004 for IT Pros",organic,https://docs.microsoft.com/en-us/windows/whats-new/whats-new-windows-10-version-2004
42,,Historical Events in 2004 · Election of Interest · Film & TV History · Historic Event · Film Awards · Film and TV Awards · Spirit Rover Begins Mars Mission · Golden ...,2004,43,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Historical Events in 2004 - On This Day,organic,https://www.onthisday.com/events/date/2004
43,,"2, 2004, in which Republican George W. Bush was elected to a second term, defeating Democrat John Kerry, a U.S senator from Massachusetts.",2004,44,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,United States presidential election of 2004 - Encyclopedia ...,organic,https://www.britannica.com/event/United-States-presidential-election-of-2004
44,,2004 Founders' IPO Letter. From the S-1 Registration Statement. “An Owner's Manual” for Google's Shareholders1. Introduction. Google is not a conventional ...,2004,45,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,2004 Founders' IPO Letter - Investor Relations - Alphabet,organic,https://abc.xyz/investor/founders-letters/2004-ipo-letter/
45,,"27 abr 2022 — 2004. This complete constitution has been generated from excerpts of ... the Loya Jirga, dated January 3, 2004, held in the city of Kabul.",2004 | 2004,46,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Afghanistan's Constitution of 2004,organic,https://www.constituteproject.org/constitution/Afghanistan_2004.pdf?lang=en
46,,S/2004/616. العربية 中文 English Français Русский Español.,2004,47,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,S/2004/616 - Undocs.org,organic,https://undocs.org/S/2004/616
47,,"26 dic 2019 — The 2004 Indian Ocean tsunami was one of the deadliest disasters in modern history. Nearly 230000 people died, and millions lost everything.",2004,48,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,2004 Indian Ocean earthquake and tsunami - World Vision,organic,https://www.worldvision.org/disaster-relief-news-stories/2004-indian-ocean-earthquake-tsunami-facts
48,,"Date: Thursday, June 24, 2004. Location: New York, New York. Number of Picks: 59 (46 played in NBA). First Overall Pick: Dwight Howard (141.7 Win Shares).",2004,49,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,2004 NBA Draft | Basketball-Reference.com,organic,https://www.basketball-reference.com/draft/NBA_2004.html
49,,Outsiders Greece stun Europe. Overview · Matches · Groups · Stats · Teams. notitle. notitle. EURO 2004: all you need to know. Live. Editor's pick ...,2004,50,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Season 2004 | UEFA EURO 2004,organic,https://www.uefa.com/uefaeuro/history/seasons/2004/
50,,"por S Boyd · Mencionado por 63467 — A MOOC on convex optimization, CVX101, was run from 1/21/14 to 3/14/14. If you register for it, you can access all the course materials.",,51,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Convex Optimization – Boyd and Vandenberghe - Stanford ...,organic,https://web.stanford.edu/~boyd/cvxbook/
51,,"por M Bertrand · 2004 · Mencionado por 5993 — Published in volume 94, issue 4, pages 991-1013 of American Economic Review, September 2004, Abstract: We study race in the labor market by send...",2004,52,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Are Emily and Greg More Employable Than Lakisha and ...,organic,https://www.aeaweb.org/articles?id=10.1257/0002828042002561
52,,"On February 4, 2004, a Harvard sophomore named Mark Zuckerberg launches The Facebook, a social media website he had built in order to connect Harvard ...",2004,53,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Facebook launches - HISTORY,organic,https://www.history.com/this-day-in-history/facebook-launches-mark-zuckerberg
53,,Charles C. Ragin. University of Arizona. Joane Nagel. University of Kansas. National Science Foundation. Patricia White. National Science Foundation. 2004 ...,2004,54,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"NSF 04-219, Workshop on Scientific Foundations of ...",organic,https://www.nsf.gov/pubs/2004/nsf04219/nsf04219.pdf
54,2003-11-18T12:00:00.000Z,Published inissue 1 January 2004. https://doi.org/10.1021/cr020357g. Copyright © 2004 American Chemical Society. RIGHTS & PERMISSIONS.,2004 | 2004,55,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Upconversion and Anti-Stokes Processes with f and d Ions in ...,organic,https://pubs.acs.org/doi/10.1021/cr020357g
55,,"por J Dean · 2004 · Mencionado por 12222 — OSDI'04: Sixth Symposium on Operating System Design and Implementation, San Francisco, CA (2004), pp. 137-150. Download Google Scholar Copy Bibtex ...",2004,56,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,MapReduce: Simplified Data Processing on Large Clusters,organic,https://research.google/pubs/pub62/
56,,por J Dean · 2004 · Mencionado por 12209 — The Map invocations are distributed across multiple machines by automatically partitioning the input data. To appear in OSDI 2004. 3. Page 4. into a set of M ...,2004,57,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,MapReduce: Simplified Data Processing ... - Google Research,organic,https://research.google.com/archive/mapreduce-osdi04.pdf
57,,"2004 Dodge Ram 1500 Regular Cab Review. We're sorry, our experts haven't reviewed this car yet. Check back with us soon.",2004,58,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,2004 Dodge Ram 1500 Club Cab Values & Cars for Sale,organic,https://www.kbb.com/dodge/ram-1500/2004/
58,,"Lunar New Year 2004. January 21, 2004. This Doodle's Reach. This day in history. Grandparents' Day 2013 · Grandparent's Day 2010 - Poland.",2004 | 2004,59,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Lunar New Year 2004 - Google,organic,https://www.google.com/doodles/lunar-new-year-2004
59,2004-01-06T12:00:00.000Z,"Secretary Abraham begins a ten-day trip to Asia and the Pacific to advance energy security and promote DOE initiatives. January 9, 2004",2004 | 2004,60,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Timeline of Events: 2004 | Department of Energy,organic,https://www.energy.gov/lm/doe-history/doe-history-timeline/timeline-events-2004
60,,"por E MIGUEL · 2004 · Mencionado por 2749 — 1 (January, 2004), 159–217. WORMS: IDENTIFYING IMPACTS ON EDUCATION AND HEALTH. IN THE PRESENCE OF TREATMENT EXTERNALITIES. BY EDWARD MIGUEL AND MICHAEL ...",2004,61,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,worms: identifying impacts on education and health in the ...,organic,https://cega.berkeley.edu/assets/cega_research_projects/1/Identifying-Impacts-on-Education-and-Health-in-the-Presence-of-Treatment-Externalities.pdf
61,,The latest news and analysis around The World in 2004.,2004,62,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,The World in 2004 | The Economist,organic,https://www.economist.com/theworldin/2004
62,2021-02-05T12:00:00.000Z,"By Spring Training 2004, everyone on the team but Kevin Millar (who came up with “Cowboy Up!”) was sick of hearing that slogan. It was center ...",2004,63,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,2004 Red Sox idiots nickname explained - MLB.com,organic,https://www.mlb.com/news/2004-red-sox-idiots-nickname-explained
63,2004-02-20T12:00:00.000Z,"Remarks by Governor Ben S. Bernanke At the meetings of the Eastern Economic Association, Washington, DC February 20, 2004.",2004,64,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"Speech, Bernanke--The Great Moderation--February 20, 2004",organic,https://www.federalreserve.gov/boarddocs/speeches/2004/20040220/
64,,"In October 2004, Geim published a paper announcing the achievement of graphene sheets in Science magazine, entitled “Electric field effect in atomically thin ...",2004,65,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"October 22, 2004: Discovery of Graphene - American Physical ...",organic,https://www.aps.org/publications/apsnews/200910/physicshistory.cfm
65,,"por PA Stott · 2004 · Mencionado por 1798 — Black, E., Blackburn, M., Harrison, G. & Methven, J. Factors contributing to the summer 2003 European heatwave. Weather 59, 217–223 (2004).",2004,66,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Human contribution to the European heatwave of 2003 | Nature,organic,https://www.nature.com/articles/nature03089
66,,"por SM McClure · 2004 · Mencionado por 1855 — ... on unpredictability alone (Zink et al., 2004), we opted for the second option. In particular, we adopted the design of McClure et al.",2004,67,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Neural Correlates of Behavioral Preference for Culturally ...,organic,https://www.sciencedirect.com/science/article/pii/S0896627304006129
67,,"por P Calabrese · 2004 · Mencionado por 3040 — Published 11 June 2004 • IOP Publishing Ltd ... Latorre J I, Rico E and Vidal G 2004 Ground state entanglement in quantum spin chains Quant. Inf. Comput.",2004 | 2004,68,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Entanglement entropy and quantum field theory - IOPscience,organic,https://iopscience.iop.org/article/10.1088/1742-5468/2004/06/P06002
68,,"por M Bayard · 2004 · Mencionado por 437 — HILL, M.D., AND JACK WOODSIDE, JR, M.D.. info. Am Fam Physician. 2004;69(6):1443-1450. local_library.",2004,69,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Alcohol Withdrawal Syndrome - American Academy of Family ...,organic,https://www.aafp.org/afp/2004/0315/p1443.html
69,,por T Barreiro · 2004 · Mencionado por 241 — Am Fam Physician. 2004 Mar 1;69(5):1107-1115. Article Sections. Abstract; Background; Spirometry Measurements and Terminology; Indications for Office ...,2004,70,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,An Approach to Interpreting Spirometry - American Academy ...,organic,https://www.aafp.org/afp/2004/0301/p1107.html
70,,Building Act 2004. Warning: Some amendments have not yet been incorporated ... 2004 No 72. Date of assent. 24 August 2004. Commencement. see section 2 ...,2004 | 2004 | 2004,71,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Building Act 2004 - New Zealand Legislation,organic,https://www.legislation.govt.nz/act/public/2004/0072/latest/DLM306036.html
71,,por G Eysenbach · 2004 · Mencionado por 2532 — It is hoped that author adherence to the checklist will increase the usefulness of such reports. J Med Internet Res 2004;6(3):e34,2004,72,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Improving the Quality of Web Surveys: The Checklist for ...,organic,https://www.jmir.org/2004/3/e34/
72,2022-03-05T12:00:00.000Z,"BOE-A-2004-4214 Real Decreto Legislativo 2/2004, de 5 de marzo, por el que se aprueba el texto refundido de la Ley Reguladora de las ...",2004 | 2004,73,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"Real Decreto Legislativo 2/2004, de 5 de marzo, por el que se ...",organic,https://www.boe.es/buscar/act.php?id=BOE-A-2004-4214
73,2004-10-06T12:00:00.000Z,"The Nobel Prize in Chemistry 2004 was awarded jointly to Aaron Ciechanover, Avram Hershko and Irwin Rose ""for the discovery of ...",2004,74,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,The Nobel Prize in Chemistry 2004 - NobelPrize.org,organic,https://www.nobelprize.org/prizes/chemistry/2004/summary/
74,,OWL 2 is an extension and revision of the 2004 version of OWL developed by the [W3C Web Ontology Working Group] (now closed) and published in 2004.,2004 | 2004,75,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,OWL - Semantic Web Standards - W3C,organic,https://www.w3.org/OWL/
75,,"hace 2 días — In summer 2004, a Vermont-sized patch of Alaska burned in wildfires. That hazy summer was the most extreme fire year in the half-century people ...",2004,76,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"Revisiting the summer of 2004, which was haunted by ...",organic,https://www.adn.com/alaska-news/science/2022/05/28/revisiting-the-summer-of-2004-which-was-haunted-by-relentless-wildfires-in-interior-alaska/
76,,"27 ene 2022 — August 27, 2004. SUBJECT: Policies for a Common Identification Standard for Federal Employees and Contractors.",2004,77,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Homeland Security Presidential Directive 12,organic,https://www.dhs.gov/homeland-security-presidential-directive-12
77,,"por J Heyd · 2004 · Mencionado por 1916 — ... solids: Assessment of the Heyd–Scuseria–Ernzerhof screened Coulomb hybrid functional. J. Chem. Phys. 121, 1187 (2004); https://doi.org/10.1063/1.1760074.",2004,78,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Efficient hybrid density functional calculations in solids ...,organic,https://aip.scitation.org/doi/10.1063/1.1760074
78,,por GR van der Werf · 2006 · Mencionado por 1764 — Here we investigated fire emissions during the 8 year period from 1997 to 2004 using satellite data and the CASA biogeochemical model.,2004,79,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Interannual variability in global biomass burning emissions ...,organic,https://acp.copernicus.org/articles/6/3423/2006/
79,2021-09-14T12:00:00.000Z,The Pistons shocked the basketball world by defeating the Lakers 4-1 in the 2004 Finals.,2004,80,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"Top Moments: Pistons shock NBA world, win championship in ...",organic,https://www.nba.com/news/history-top-moments-pistons-shock-nba-world-win-championship-in-2004
80,,These Regulations implement Council Directive 2003/4/EC on public access to environmental information and repealing Council Directive 90/313/EEC (OJ No.,,81,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,The Environmental Information Regulations 2004 - Legislation ...,organic,https://www.legislation.gov.uk/uksi/2004/3391/contents/made
81,,"por MD Cox · 2004 · Mencionado por 797 — Volume 2004, Issue 97 p. 5-23 New Directions for Teaching and Learning ... First published: 27 April 2004. https://doi.org/10.1002/tl.129. Citations: 188.",2004 | 2004,82,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Introduction to faculty learning communities - Cox - Wiley ...,organic,https://onlinelibrary.wiley.com/doi/abs/10.1002/tl.129
82,,23 ago 2004 — 2004-89. Low-income housing credit; satisfactory bond; “bond factor” amounts for the period July through September 2004. This ...,2004 | 2004,83,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Internal Revenue Bulletin: 2004-34,organic,https://www.irs.gov/irb/2004-34_IRB
83,2022-05-12T12:00:00.000Z,"Today, we've reached 2004 in our MAVTV+ 50-Day Countdown to the 2022 Lucas Oil Pro Motocross Championship. If you want to check out the ...",2004,84,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Recapping the Full 2004 AMA Motocross Season - Racer X,organic,https://racerxonline.com/2022/05/12/50-years-of-pro-motocross-2004
84,2004-02-13T12:00:00.000Z,"Announced Action for February 13, 2004 ... Commission authorization of the staff to file amended complaint: The Commission has authorized the ...",2004,85,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"Announced Action for February 13, 2004 - Federal Trade ...",organic,https://www.ftc.gov/news-events/news/press-releases/2004/02/announced-action-february-13-2004
85,,"In the 2004 presidential race, incumbent President George W. Bush defeated Democratic nominee John Kerry—a U.S. Senator from Massachusetts.",2004,86,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"Year 2004 Fun Facts, Trivia, and History - HobbyLark",organic,https://hobbylark.com/party-games/Positively-Facebook-2004-Fun-Facts-and-Trivia
86,,"Since 2004, one-fifth of all U.S. newspapers have been closed or merged. No state has been spared the death of a newspaper. California lost the most dailies, 11 ...",2004,87,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,The Loss of Newspapers and Readers - News Deserts,organic,https://www.usnewsdeserts.com/reports/expanding-news-desert/loss-of-local-news/loss-newspapers-readers/
